case,path,family,split,mitigation,depth,error,finalAbsError,rmsError,latencyCostPct,memoryCostMiB
id-conventional-random,conventional,bounded-random,identification,selective-FP32-hidden,1,0.0184456,0.03276843751902759,0.02545362274831825,4,32
id-conventional-random,conventional,bounded-random,identification,selective-FP32-hidden,2,0.02228172352,0.03276843751902759,0.02545362274831825,4,32
id-conventional-random,conventional,bounded-random,identification,selective-FP32-hidden,3,0.022447553437184003,0.03276843751902759,0.02545362274831825,4,32
id-conventional-random,conventional,bounded-random,identification,selective-FP32-hidden,4,0.026060084706997458,0.03276843751902759,0.02545362274831825,4,32
id-conventional-random,conventional,bounded-random,identification,selective-FP32-hidden,5,0.02604721969783237,0.03276843751902759,0.02545362274831825,4,32
id-conventional-random,conventional,bounded-random,identification,selective-FP32-hidden,6,0.02951693798250763,0.03276843751902759,0.02545362274831825,4,32
id-conventional-random,conventional,bounded-random,identification,selective-FP32-hidden,7,0.0293899368356201,0.03276843751902759,0.02545362274831825,4,32
id-conventional-random,conventional,bounded-random,identification,selective-FP32-hidden,8,0.03276843751902759,0.03276843751902759,0.02545362274831825,4,32
id-conventional-random,conventional,bounded-random,identification,backend-route,0,0.018,0.020790125549568717,0.0175506778280459,13,8
id-conventional-random,conventional,bounded-random,identification,backend-route,1,0.014868800000000001,0.020790125549568717,0.0175506778280459,13,8
id-conventional-random,conventional,bounded-random,identification,backend-route,2,0.017190318080000003,0.020790125549568717,0.0175506778280459,13,8
id-conventional-random,conventional,bounded-random,identification,backend-route,3,0.015094082633728002,0.020790125549568717,0.0175506778280459,13,8
id-conventional-random,conventional,bounded-random,identification,backend-route,4,0.017996836807101648,0.020790125549568717,0.0175506778280459,13,8
id-conventional-random,conventional,bounded-random,identification,backend-route,5,0.01622702355086829,0.020790125549568717,0.0175506778280459,13,8
id-conventional-random,conventional,bounded-random,identification,backend-route,6,0.01931309642616763,0.020790125549568717,0.0175506778280459,13,8
id-conventional-random,conventional,bounded-random,identification,backend-route,7,0.017646234952935744,0.020790125549568717,0.0175506778280459,13,8
id-conventional-random,conventional,bounded-random,identification,backend-route,8,0.020790125549568717,0.020790125549568717,0.0175506778280459,13,8
id-conventional-cancel,conventional,alternating-cancellation,identification,observe-only,0,0.024,0.18300162127601782,0.09251098110781189,0,0
id-conventional-cancel,conventional,alternating-cancellation,identification,observe-only,1,0.0013199999999999983,0.18300162127601782,0.09251098110781189,0,0
id-conventional-cancel,conventional,alternating-cancellation,identification,observe-only,2,-0.0054424000000000035,0.18300162127601782,0.09251098110781189,0,0
id-conventional-cancel,conventional,alternating-cancellation,identification,observe-only,3,-0.033422032000000004,0.18300162127601782,0.09251098110781189,0,0
id-conventional-cancel,conventional,alternating-cancellation,identification,observe-only,4,-0.04643799776,0.18300162127601782,0.09251098110781189,0,0
id-conventional-cancel,conventional,alternating-cancellation,identification,observe-only,5,-0.0817968373568,0.18300162127601782,0.09251098110781189,0,0
id-conventional-cancel,conventional,alternating-cancellation,identification,observe-only,6,-0.103520268081024,0.18300162127601782,0.09251098110781189,0,0
id-conventional-cancel,conventional,alternating-cancellation,identification,observe-only,7,-0.14915391633560832,0.18300162127601782,0.09251098110781189,0,0
id-conventional-cancel,conventional,alternating-cancellation,identification,observe-only,8,-0.18300162127601782,0.18300162127601782,0.09251098110781189,0,0
id-conventional-cancel,conventional,alternating-cancellation,identification,FP32-checkpoint,0,0.024,0.02022268495826538,0.016450012876678445,7.5,16
id-conventional-cancel,conventional,alternating-cancellation,identification,FP32-checkpoint,1,0.006218399999999998,0.02022268495826538,0.016450012876678445,7.5,16
id-conventional-cancel,conventional,alternating-cancellation,identification,FP32-checkpoint,2,0.0016093814399999974,0.02022268495826538,0.016450012876678445,7.5,16
id-conventional-cancel,conventional,alternating-cancellation,identification,FP32-checkpoint,3,-0.010162576538496003,0.02022268495826538,0.016450012876678445,7.5,16
id-conventional-cancel,conventional,alternating-cancellation,identification,FP32-checkpoint,4,-0.010374940995563676,0.02022268495826538,0.016450012876678445,7.5,16
id-conventional-cancel,conventional,alternating-cancellation,identification,FP32-checkpoint,5,-0.018930306832354384,0.02022268495826538,0.016450012876678445,7.5,16
id-conventional-cancel,conventional,alternating-cancellation,identification,FP32-checkpoint,6,-0.016789412478550467,0.02022268495826538,0.016450012876678445,7.5,16
id-conventional-cancel,conventional,alternating-cancellation,identification,FP32-checkpoint,7,-0.02362313416930752,0.02022268495826538,0.016450012876678445,7.5,16
id-conventional-cancel,conventional,alternating-cancellation,identification,FP32-checkpoint,8,-0.02022268495826538,0.02022268495826538,0.016450012876678445,7.5,16
id-conventional-cancel,conventional,alternating-cancellation,identification,selective-FP32-hidden,0,0.024,0.04131606123523389,0.027007196759081406,4,32
id-conventional-cancel,conventional,alternating-cancellation,identification,selective-FP32-hidden,1,0.005296800000000002,0.04131606123523389,0.027007196759081406,4,32
id-conventional-cancel,conventional,alternating-cancellation,identification,selective-FP32-hidden,2,0.0005651657599999999,0.04131606123523389,0.027007196759081406,4,32
id-conventional-cancel,conventional,alternating-cancellation,identification,selective-FP32-hidden,3,-0.015166497258367998,0.04131606123523389,0.027007196759081406,4,32
id-conventional-cancel,conventional,alternating-cancellation,identification,selective-FP32-hidden,4,-0.017303385406006937,0.04131606123523389,0.027007196759081406,4,32
id-conventional-cancel,conventional,alternating-cancellation,identification,selective-FP32-hidden,5,-0.030769316136525258,0.04131606123523389,0.027007196759081406,4,32
id-conventional-cancel,conventional,alternating-cancellation,identification,selective-FP32-hidden,6,-0.030927766850413856,0.04131606123523389,0.027007196759081406,4,32
id-conventional-cancel,conventional,alternating-cancellation,identification,selective-FP32-hidden,7,-0.04266612601378138,0.04131606123523389,0.027007196759081406,4,32
id-conventional-cancel,conventional,alternating-cancellation,identification,selective-FP32-hidden,8,-0.04131606123523389,0.04131606123523389,0.027007196759081406,4,32
id-conventional-cancel,conventional,alternating-cancellation,identification,backend-route,0,0.024,0.02470423487496394,0.022572710996611636,13,8
id-conventional-cancel,conventional,alternating-cancellation,identification,backend-route,1,-0.0036336,0.02470423487496394,0.022572710996611636,13,8
id-conventional-cancel,conventional,alternating-cancellation,identification,backend-route,2,-0.006989576960000001,0.02470423487496394,0.022572710996611636,13,8
id-conventional-cancel,conventional,alternating-cancellation,identification,backend-route,3,-0.022648804422656002,0.02470423487496394,0.022572710996611636,13,8
id-conventional-cancel,conventional,alternating-cancellation,identification,backend-route,4,-0.018657306393741725,0.02470423487496394,0.022572710996611636,13,8
id-conventional-cancel,conventional,alternating-cancellation,identification,backend-route,5,-0.029808123203199925,0.02470423487496394,0.022572710996611636,13,8
id-conventional-cancel,conventional,alternating-cancellation,identification,backend-route,6,-0.023050264397483474,0.02470423487496394,0.022572710996611636,13,8
id-conventional-cancel,conventional,alternating-cancellation,identification,backend-route,7,-0.03250364223429586,0.02470423487496394,0.022572710996611636,13,8
id-conventional-cancel,conventional,alternating-cancellation,identification,backend-route,8,-0.02470423487496394,0.02470423487496394,0.022572710996611636,13,8
id-cooperative-outlier,cooperative,sparse-outlier,identification,observe-only,0,0.036,1.202590678633318,0.5875474493108169,0,0
id-cooperative-outlier,cooperative,sparse-outlier,identification,observe-only,1,0.07516,1.202590678633318,0.5875474493108169,0,0
id-cooperative-outlier,cooperative,sparse-outlier,identification,observe-only,2,0.1264596,1.202590678633318,0.5875474493108169,0,0
id-cooperative-outlier,cooperative,sparse-outlier,identification,observe-only,3,0.19366207600000002,1.202590678633318,0.5875474493108169,0,0
id-cooperative-outlier,cooperative,sparse-outlier,identification,observe-only,4,0.34869731956,1.202590678633318,0.5875474493108169,0,0
id-cooperative-outlier,cooperative,sparse-outlier,identification,observe-only,5,0.48479348862360006,1.202590678633318,0.5875474493108169,0,0
id-cooperative-outlier,cooperative,sparse-outlier,identification,observe-only,6,0.6630794700969161,1.202590678633318,0.5875474493108169,0,0
id-cooperative-outlier,cooperative,sparse-outlier,identification,observe-only,7,0.8966341058269602,1.202590678633318,0.5875474493108169,0,0
id-cooperative-outlier,cooperative,sparse-outlier,identification,observe-only,8,1.202590678633318,1.202590678633318,0.5875474493108169,0,0
id-cooperative-outlier,cooperative,sparse-outlier,identification,FP32-checkpoint,0,0.036,0.06982438613053028,0.06217833376005711,7.5,16
id-cooperative-outlier,cooperative,sparse-outlier,identification,FP32-checkpoint,1,0.0409992,0.06982438613053028,0.06217833376005711,7.5,16
id-cooperative-outlier,cooperative,sparse-outlier,identification,FP32-checkpoint,2,0.04505955024,0.06982438613053028,0.06217833376005711,7.5,16
id-cooperative-outlier,cooperative,sparse-outlier,identification,FP32-checkpoint,3,0.048357366704928004,0.06982438613053028,0.06217833376005711,7.5,16
id-cooperative-outlier,cooperative,sparse-outlier,identification,FP32-checkpoint,4,0.07917585323774252,0.06982438613053028,0.06217833376005711,7.5,16
id-cooperative-outlier,cooperative,sparse-outlier,identification,FP32-checkpoint,5,0.07606662799969449,0.06982438613053028,0.06217833376005711,7.5,16
id-cooperative-outlier,cooperative,sparse-outlier,identification,FP32-checkpoint,6,0.07354131526135187,0.06982438613053028,0.06217833376005711,7.5,16
id-cooperative-outlier,cooperative,sparse-outlier,identification,FP32-checkpoint,7,0.07149025625526999,0.06982438613053028,0.06217833376005711,7.5,16
id-cooperative-outlier,cooperative,sparse-outlier,identification,FP32-checkpoint,8,0.06982438613053028,0.06982438613053028,0.06217833376005711,7.5,16
id-cooperative-outlier,cooperative,sparse-outlier,identification,selective-FP32-hidden,0,0.036,0.17921822562644188,0.12390640641224876,4,32
id-cooperative-outlier,cooperative,sparse-outlier,identification,selective-FP32-hidden,1,0.051138399999999994,0.17921822562644188,0.12390640641224876,4,32
id-cooperative-outlier,cooperative,sparse-outlier,identification,selective-FP32-hidden,2,0.06581356496,0.17921822562644188,0.12390640641224876,4,32
id-cooperative-outlier,cooperative,sparse-outlier,identification,selective-FP32-hidden,3,0.08003966987222401,0.17921822562644188,0.12390640641224876,4,32
id-cooperative-outlier,cooperative,sparse-outlier,identification,selective-FP32-hidden,4,0.13269045597413395,0.17921822562644188,0.12390640641224876,4,32
id-cooperative-outlier,cooperative,sparse-outlier,identification,selective-FP32-hidden,5,0.14487012802132546,0.17921822562644188,0.12390640641224876,4,32
id-cooperative-outlier,cooperative,sparse-outlier,identification,selective-FP32-hidden,6,0.1566771021038729,0.17921822562644188,0.12390640641224876,4,32
id-cooperative-outlier,cooperative,sparse-outlier,identification,selective-FP32-hidden,7,0.16812278277949438,0.17921822562644188,0.12390640641224876,4,32
id-cooperative-outlier,cooperative,sparse-outlier,identification,selective-FP32-hidden,8,0.17921822562644188,0.17921822562644188,0.12390640641224876,4,32
id-cooperative-outlier,cooperative,sparse-outlier,identification,backend-route,0,0.036,0.06843428553055435,0.06835343080452744,13,8
id-cooperative-outlier,cooperative,sparse-outlier,identification,backend-route,1,0.043563199999999996,0.06843428553055435,0.06835343080452744,13,8
id-cooperative-outlier,cooperative,sparse-outlier,identification,backend-route,2,0.04871525184,0.06843428553055435,0.06835343080452744,13,8
id-cooperative-outlier,cooperative,sparse-outlier,identification,backend-route,3,0.052224829553408,0.06843428553055435,0.06835343080452744,13,8
id-cooperative-outlier,cooperative,sparse-outlier,identification,backend-route,4,0.10017555389178154,0.06843428553055435,0.06835343080452744,13,8
id-cooperative-outlier,cooperative,sparse-outlier,identification,backend-route,5,0.08727958731108158,0.06843428553055435,0.06835343080452744,13,8
id-cooperative-outlier,cooperative,sparse-outlier,identification,backend-route,6,0.07849485487630878,0.06843428553055435,0.06835343080452744,13,8
id-cooperative-outlier,cooperative,sparse-outlier,identification,backend-route,7,0.07251069514174155,0.06843428553055435,0.06835343080452744,13,8
id-cooperative-outlier,cooperative,sparse-outlier,identification,backend-route,8,0.06843428553055435,0.06843428553055435,0.06835343080452744,13,8
id-a2x4-near-zero,A2x4,near-zero,identification,observe-only,0,0.01,0.5463114596010229,0.24713358197616056,0,0
id-a2x4-near-zero,A2x4,near-zero,identification,observe-only,1,0.023399999999999997,0.5463114596010229,0.24713358197616056,0,0
id-a2x4-near-zero,A2x4,near-zero,identification,observe-only,2,0.043496,0.5463114596010229,0.24713358197616056,0,0
id-a2x4-near-zero,A2x4,near-zero,identification,observe-only,3,0.07083423999999999,0.5463114596010229,0.24713358197616056,0,0
id-a2x4-near-zero,A2x4,near-zero,identification,observe-only,4,0.11100130559999997,0.5463114596010229,0.24713358197616056,0,0
id-a2x4-near-zero,A2x4,near-zero,identification,observe-only,5,0.16964188006399997,0.5463114596010229,0.24713358197616056,0,0
id-a2x4-near-zero,A2x4,near-zero,identification,observe-only,6,0.2524843072921599,0.5463114596010229,0.24713358197616056,0,0
id-a2x4-near-zero,A2x4,near-zero,identification,observe-only,7,0.3725774025007103,0.5463114596010229,0.24713358197616056,0,0
id-a2x4-near-zero,A2x4,near-zero,identification,observe-only,8,0.5463114596010229,0.5463114596010229,0.24713358197616056,0,0
id-a2x4-near-zero,A2x4,near-zero,identification,FP32-checkpoint,0,0.01,0.025350701657265027,0.01922788116004653,7.5,16
id-a2x4-near-zero,A2x4,near-zero,identification,FP32-checkpoint,1,0.012708,0.025350701657265027,0.01922788116004653,7.5,16
id-a2x4-near-zero,A2x4,near-zero,identification,FP32-checkpoint,2,0.0154617024,0.025350701657265027,0.01922788116004653,7.5,16
id-a2x4-near-zero,A2x4,near-zero,identification,FP32-checkpoint,3,0.017248207902719997,0.025350701657265027,0.01922788116004653,7.5,16
id-a2x4-near-zero,A2x4,near-zero,identification,FP32-checkpoint,4,0.019179200015548414,0.025350701657265027,0.01922788116004653,7.5,16
id-a2x4-near-zero,A2x4,near-zero,identification,FP32-checkpoint,5,0.02123918977388162,0.025350701657265027,0.01922788116004653,7.5,16
id-a2x4-near-zero,A2x4,near-zero,identification,FP32-checkpoint,6,0.02240634863012151,0.025350701657265027,0.01922788116004653,7.5,16
id-a2x4-near-zero,A2x4,near-zero,identification,FP32-checkpoint,7,0.023784388056972482,0.025350701657265027,0.01922788116004653,7.5,16
id-a2x4-near-zero,A2x4,near-zero,identification,FP32-checkpoint,8,0.025350701657265027,0.025350701657265027,0.01922788116004653,7.5,16
id-a2x4-near-zero,A2x4,near-zero,identification,selective-FP32-hidden,0,0.01,0.0698798802027668,0.04229728591666038,4,32
id-a2x4-near-zero,A2x4,near-zero,identification,selective-FP32-hidden,1,0.015875999999999998,0.0698798802027668,0.04229728591666038,4,32
id-a2x4-near-zero,A2x4,near-zero,identification,selective-FP32-hidden,2,0.022601465599999995,0.0698798802027668,0.04229728591666038,4,32
id-a2x4-near-zero,A2x4,near-zero,identification,selective-FP32-hidden,3,0.02884012174335999,0.0698798802027668,0.04229728591666038,4,32
id-a2x4-near-zero,A2x4,near-zero,identification,selective-FP32-hidden,4,0.0359520337297244,0.0698798802027668,0.04229728591666038,4,32
id-a2x4-near-zero,A2x4,near-zero,identification,selective-FP32-hidden,5,0.04399448714239431,0.0698798802027668,0.04229728591666038,4,32
id-a2x4-near-zero,A2x4,near-zero,identification,selective-FP32-hidden,6,0.051636525498935375,0.0698798802027668,0.04229728591666038,4,32
id-a2x4-near-zero,A2x4,near-zero,identification,selective-FP32-hidden,7,0.060243881571665533,0.0698798802027668,0.04229728591666038,4,32
id-a2x4-near-zero,A2x4,near-zero,identification,selective-FP32-hidden,8,0.0698798802027668,0.0698798802027668,0.04229728591666038,4,32
id-a2x4-near-zero,A2x4,near-zero,identification,backend-route,0,0.01,0.023378641344402654,0.019041634214605325,13,8
id-a2x4-near-zero,A2x4,near-zero,identification,backend-route,1,0.013608,0.023378641344402654,0.019041634214605325,13,8
id-a2x4-near-zero,A2x4,near-zero,identification,backend-route,2,0.0168536704,0.023378641344402654,0.019041634214605325,13,8
id-a2x4-near-zero,A2x4,near-zero,identification,backend-route,3,0.01819602839552,0.023378641344402654,0.019041634214605325,13,8
id-a2x4-near-zero,A2x4,near-zero,identification,backend-route,4,0.019745186062565378,0.023378641344402654,0.019041634214605325,13,8
id-a2x4-near-zero,A2x4,near-zero,identification,backend-route,5,0.021449195323648956,0.023378641344402654,0.019041634214605325,13,8
id-a2x4-near-zero,A2x4,near-zero,identification,backend-route,6,0.02163715745834834,0.023378641344402654,0.019041634214605325,13,8
id-a2x4-near-zero,A2x4,near-zero,identification,backend-route,7,0.02232190350481124,0.023378641344402654,0.019041634214605325,13,8
id-a2x4-near-zero,A2x4,near-zero,identification,backend-route,8,0.023378641344402654,0.023378641344402654,0.019041634214605325,13,8
id-a2x4-cancel,A2x4,alternating-cancellation,identification,observe-only,0,-0.021,0.18464821449791136,0.07963606410910037,0,0
id-a2x4-cancel,A2x4,alternating-cancellation,identification,observe-only,1,-0.022770000000000002,0.18464821449791136,0.07963606410910037,0,0
id-a2x4-cancel,A2x4,alternating-cancellation,identification,observe-only,2,-0.005194900000000004,0.18464821449791136,0.07963606410910037,0,0
id-a2x4-cancel,A2x4,alternating-cancellation,identification,observe-only,3,-0.0011170130000000035,0.18464821449791136,0.07963606410910037,0,0
id-a2x4-cancel,A2x4,alternating-cancellation,identification,observe-only,4,0.024469692189999996,0.18464821449791136,0.07963606410910037,0,0
id-a2x4-cancel,A2x4,alternating-cancellation,identification,observe-only,5,0.039523478300299994,0.18464821449791136,0.07963606410910037,0,0
id-a2x4-cancel,A2x4,alternating-cancellation,identification,observe-only,6,0.08014716527141098,0.18464821449791136,0.07963606410910037,0,0
id-a2x4-cancel,A2x4,alternating-cancellation,identification,observe-only,7,0.11580161642183308,0.18464821449791136,0.07963606410910037,0,0
id-a2x4-cancel,A2x4,alternating-cancellation,identification,observe-only,8,0.18464821449791136,0.18464821449791136,0.07963606410910037,0,0
id-a2x4-cancel,A2x4,alternating-cancellation,identification,FP32-checkpoint,0,-0.021,0.02849666536495305,0.017204979516795647,7.5,16
id-a2x4-cancel,A2x4,alternating-cancellation,identification,FP32-checkpoint,1,-0.015317400000000002,0.02849666536495305,0.017204979516795647,7.5,16
id-a2x4-cancel,A2x4,alternating-cancellation,identification,FP32-checkpoint,2,-0.0020905995600000024,0.02849666536495305,0.017204979516795647,7.5,16
id-a2x4-cancel,A2x4,alternating-cancellation,identification,FP32-checkpoint,3,0.000744244733735998,0.02849666536495305,0.017204979516795647,7.5,16
id-a2x4-cancel,A2x4,alternating-cancellation,identification,FP32-checkpoint,4,0.011552161476835358,0.02849666536495305,0.017204979516795647,7.5,16
id-a2x4-cancel,A2x4,alternating-cancellation,identification,FP32-checkpoint,5,0.012332405958423956,0.02849666536495305,0.017204979516795647,7.5,16
id-a2x4-cancel,A2x4,alternating-cancellation,identification,FP32-checkpoint,6,0.021395145621085306,0.02849666536495305,0.017204979516795647,7.5,16
id-a2x4-cancel,A2x4,alternating-cancellation,identification,FP32-checkpoint,7,0.020693036690549862,0.02849666536495305,0.017204979516795647,7.5,16
id-a2x4-cancel,A2x4,alternating-cancellation,identification,FP32-checkpoint,8,0.02849666536495305,0.02849666536495305,0.017204979516795647,7.5,16
id-a2x4-cancel,A2x4,alternating-cancellation,identification,selective-FP32-hidden,0,-0.021,0.05415920773328242,0.02787864630856901,4,32
id-a2x4-cancel,A2x4,alternating-cancellation,identification,selective-FP32-hidden,1,-0.0178098,0.05415920773328242,0.02787864630856901,4,32
id-a2x4-cancel,A2x4,alternating-cancellation,identification,selective-FP32-hidden,2,-0.00297557524,0.05415920773328242,0.02787864630856901,4,32
id-a2x4-cancel,A2x4,alternating-cancellation,identification,selective-FP32-hidden,3,0.00046336182168800043,0.05415920773328242,0.02787864630856901,4,32
id-a2x4-cancel,A2x4,alternating-cancellation,identification,selective-FP32-hidden,4,0.015549756214827294,0.05415920773328242,0.02787864630856901,4,32
id-a2x4-cancel,A2x4,alternating-cancellation,identification,selective-FP32-hidden,5,0.01924434285059191,0.05415920773328242,0.02787864630856901,4,32
id-a2x4-cancel,A2x4,alternating-cancellation,identification,selective-FP32-hidden,6,0.034589914781930076,0.05415920773328242,0.02787864630856901,4,32
id-a2x4-cancel,A2x4,alternating-cancellation,identification,selective-FP32-hidden,7,0.03854725560592072,0.05415920773328242,0.02787864630856901,4,32
id-a2x4-cancel,A2x4,alternating-cancellation,identification,selective-FP32-hidden,8,0.05415920773328242,0.05415920773328242,0.02787864630856901,4,32
id-a2x4-cancel,A2x4,alternating-cancellation,identification,backend-route,0,-0.021,0.037634961065474176,0.024192129072626564,13,8
id-a2x4-cancel,A2x4,alternating-cancellation,identification,backend-route,1,-0.010880400000000002,0.037634961065474176,0.024192129072626564,13,8
id-a2x4-cancel,A2x4,alternating-cancellation,identification,backend-route,2,0.00992880304,0.037634961065474176,0.024192129072626564,13,8
id-a2x4-cancel,A2x4,alternating-cancellation,identification,backend-route,3,0.011153279285696,0.037634961065474176,0.024192129072626564,13,8
id-a2x4-cancel,A2x4,alternating-cancellation,identification,backend-route,4,0.02562559616312983,0.037634961065474176,0.024192129072626564,13,8
id-a2x4-cancel,A2x4,alternating-cancellation,identification,backend-route,5,0.02233567470661369,0.037634961065474176,0.024192129072626564,13,8
id-a2x4-cancel,A2x4,alternating-cancellation,identification,backend-route,6,0.03359193466099159,0.037634961065474176,0.024192129072626564,13,8
id-a2x4-cancel,A2x4,alternating-cancellation,identification,backend-route,7,0.028010894252490412,0.037634961065474176,0.024192129072626564,13,8
id-a2x4-cancel,A2x4,alternating-cancellation,identification,backend-route,8,0.037634961065474176,0.037634961065474176,0.024192129072626564,13,8
id-cooperative-random,cooperative,bounded-random,identification,observe-only,0,0.02,0.34196996921654066,0.17596447894944128,0,0
id-cooperative-random,cooperative,bounded-random,identification,observe-only,1,0.03440000000000001,0.34196996921654066,0.17596447894944128,0,0
id-cooperative-random,cooperative,bounded-random,identification,observe-only,2,0.057968000000000006,0.34196996921654066,0.17596447894944128,0,0
id-cooperative-random,cooperative,bounded-random,identification,observe-only,3,0.08172096,0.34196996921654066,0.17596447894944128,0,0
id-cooperative-random,cooperative,bounded-random,identification,observe-only,4,0.11669957119999999,0.34196996921654066,0.17596447894944128,0,0
id-cooperative-random,cooperative,bounded-random,identification,observe-only,5,0.154373476864,0.34196996921654066,0.17596447894944128,0,0
id-cooperative-random,cooperative,bounded-random,identification,observe-only,6,0.20633564177407998,0.34196996921654066,0.17596447894944128,0,0
id-cooperative-random,cooperative,bounded-random,identification,observe-only,7,0.2647294829643776,0.34196996921654066,0.17596447894944128,0,0
id-cooperative-random,cooperative,bounded-random,identification,observe-only,8,0.34196996921654066,0.34196996921654066,0.17596447894944128,0,0
id-cooperative-random,cooperative,bounded-random,identification,FP32-checkpoint,0,0.02,0.02609431502183983,0.022439590199646614,7.5,16
id-cooperative-random,cooperative,bounded-random,identification,FP32-checkpoint,1,0.019327999999999998,0.02609431502183983,0.022439590199646614,7.5,16
id-cooperative-random,cooperative,bounded-random,identification,FP32-checkpoint,2,0.021339699199999996,0.02609431502183983,0.022439590199646614,7.5,16
id-cooperative-random,cooperative,bounded-random,identification,FP32-checkpoint,3,0.020761348474879995,0.02609431502183983,0.022439590199646614,7.5,16
id-cooperative-random,cooperative,bounded-random,identification,FP32-checkpoint,4,0.02284388398639923,0.02609431502183983,0.022439590199646614,7.5,16
id-cooperative-random,cooperative,bounded-random,identification,FP32-checkpoint,5,0.022319113847312375,0.02609431502183983,0.022439590199646614,7.5,16
id-cooperative-random,cooperative,bounded-random,identification,FP32-checkpoint,6,0.02444217771410708,0.02609431502183983,0.022439590199646614,7.5,16
id-cooperative-random,cooperative,bounded-random,identification,FP32-checkpoint,7,0.023948063222950594,0.02609431502183983,0.022439590199646614,7.5,16
id-cooperative-random,cooperative,bounded-random,identification,FP32-checkpoint,8,0.02609431502183983,0.02609431502183983,0.022439590199646614,7.5,16
id-cooperative-random,cooperative,bounded-random,identification,selective-FP32-hidden,0,0.02,0.05851950028369562,0.04129359044773231,4,32
id-cooperative-random,cooperative,bounded-random,identification,selective-FP32-hidden,1,0.023856,0.05851950028369562,0.04129359044773231,4,32
id-cooperative-random,cooperative,bounded-random,identification,selective-FP32-hidden,2,0.0308171968,0.05851950028369562,0.04129359044773231,4,32
id-cooperative-random,cooperative,bounded-random,identification,selective-FP32-hidden,3,0.03420176527103999,0.05851950028369562,0.04129359044773231,4,32
id-cooperative-random,cooperative,bounded-random,identification,selective-FP32-hidden,4,0.040737353686694906,0.05851950028369562,0.04129359044773231,4,32
id-cooperative-random,cooperative,bounded-random,identification,selective-FP32-hidden,5,0.04373768290834816,0.05851950028369562,0.04129359044773231,4,32
id-cooperative-random,cooperative,bounded-random,identification,selective-FP32-hidden,6,0.049926380129656715,0.05851950028369562,0.04129359044773231,4,32
id-cooperative-random,cooperative,bounded-random,identification,selective-FP32-hidden,7,0.052613535981054074,0.05851950028369562,0.04129359044773231,4,32
id-cooperative-random,cooperative,bounded-random,identification,selective-FP32-hidden,8,0.05851950028369562,0.05851950028369562,0.04129359044773231,4,32
id-cooperative-random,cooperative,bounded-random,identification,backend-route,0,0.02,0.02969397937948055,0.02454075280382256,13,8
id-cooperative-random,cooperative,bounded-random,identification,backend-route,1,0.019488,0.02969397937948055,0.02454075280382256,13,8
id-cooperative-random,cooperative,bounded-random,identification,backend-route,2,0.0232431872,0.02969397937948055,0.02454075280382256,13,8
id-cooperative-random,cooperative,bounded-random,identification,backend-route,3,0.022225477959680003,0.02969397937948055,0.02454075280382256,13,8
id-cooperative-random,cooperative,bounded-random,identification,backend-route,4,0.025659843217620992,0.02969397937948055,0.02454075280382256,13,8
